review_text,issue,theme,fixes
Its not wort it the time and those prices $$$$$$$30 dollars for a cupcake cheessecake mini and a mini tiramisu its crazy and the flavor not good its just the name,"The price is excessively high for small items (e.g., $30 for a mini cupcake, cheesecake, and tiramisu)",Pricing,"Enhance Communication between Sales and Customer Support:** Implement weekly 15-minute meetings with both teams to discuss current trends in pricing complaints. Share insights from data analytics tools to identify areas where pricing strategies are causing dissatisfaction among customers. This will help align sales and support efforts to address any discrepancies effectively. | Utilize Data Analytics Tools:** Leverage existing data analytics platforms such as Tableau or Power BI to analyze customer feedback, complaint history, and pricing patterns. Identify patterns related to specific products or categories where prices seem too high compared to other offerings. Use these insights to inform future pricing decisions and mitigate potential issues before they arise. | Incorporate Price Transparency into Website Design:** Ensure clear visibility of all product prices on your website, including any additional fees or charges associated with them. Utilize transparent pricing models like 'pay-as-you-go' options or subscription plans which provide greater clarity about costs upfront. This will help reduce confusion around billing processes and avoid unnecessary complaints regarding hidden fees or unclear terms. | Improve Return Policy Process:** Streamline the return policy process by simplifying steps involved, reducing processing times, and enhancing transparency throughout the journey. Offer flexible options for returning faulty goods without charging restocking fees or imposing strict time limits. By providing better customer service experiences during returns, you'll likely reduce complaints about high prices due to unsatisfactory products received initially. | Encourage Customer Feedback Mechanisms:** Integrate multiple channels for customers to share their opinions and concerns easily - email surveys after purchases, live chat functionality on your site, social media listening tools, etc. Actively engage with customers through these mediums to gather insights into what factors influence their satisfaction levels with pricing structures. Regularly review these inputs alongside business performance metrics to make informed adjustments accordingly."
Its not wort it the time and those prices $$$$$$$30 dollars for a cupcake cheessecake mini and a mini tiramisu its crazy and the flavor not good its just the name,The flavor/taste of the items is disappointing and not as expected,Food Quality,"Introduce a feedback loop between customers and our product development team by establishing a dedicated channel where customers can share their feedback about food quality. This could be through online surveys, social media platforms, or email campaigns. The collected feedback should be reviewed regularly by our team, and any recurring issues or trends should be addressed promptly. | Conduct regular taste tests with customers to gather more accurate information on their perceptions of food quality. These tests should involve randomly selected customers who are representative of our overall customer base. The results of these taste tests should be shared with our production team to identify areas for improvement. | Implement a robust quality control program in our manufacturing facilities to ensure consistent food quality across all products. This may include implementing stricter quality standards, conducting random inspections, and investing in advanced testing equipment. Regular audits should also be conducted to monitor compliance with these standards. | Invest in research and development efforts focused specifically on improving the flavor profile of our products. This could involve hiring experts in food science and technology, conducting consumer research to understand preferences and desires, and experimenting with new ingredients and cooking techniques. The goal should be to create unique flavors that differentiate us from competitors while still meeting customer expectations for quality."
Its not wort it the time and those prices $$$$$$$30 dollars for a cupcake cheessecake mini and a mini tiramisu its crazy and the flavor not good its just the name,"The product name/description is misleading, leading to unmet expectations",Product Description,"Use the [Gong.io](https://www.gong.io/) platform to record and analyze all customer interactions across channels (e.g., phone calls, emails, live chats). This will provide insights into common issues customers face with products' descriptions, enabling more accurate descriptions. | Implement a new [Return Policy](https://www.returnpolicy.com/), which clearly outlines how customers can return their orders if they are dissatisfied due to a misleading product description. The policy should include a dedicated email address, phone number, and physical location where customers can return their items. | Conduct regular [A/B testing](https://en.wikipedia.org/wiki/A/B_testing) on product descriptions by varying them slightly and tracking the resulting conversion rates. Based on the data gathered from these tests, update product descriptions to optimize clarity and avoid misinterpretation."
Well I didn't go but I am sure the food is good. I was not going to wait over an hour in line to be rushed through. If I had known I would not have wasted my time going. Very disappointed.,Long wait time of over an hour in line,Service Quality,No recommendations generated
Well I didn't go but I am sure the food is good. I was not going to wait over an hour in line to be rushed through. If I had known I would not have wasted my time going. Very disappointed.,Being rushed through the service,Service Quality,"Use AI-powered chatbots (like GPT-3):** To provide instant answers to common queries, reducing waiting times and enhancing accessibility. | Enhance Customer Support Training:** Implement regular interactive simulations using tools like Gong.io to refine agent responses to challenging situations, especially those related to returns or exchanges. | Emphasize Empathy in Training Sessions:** Train support staff on actively listening, understanding customer concerns, and providing empathetic solutions tailored to individual needs. | Offer Extended Service Hours:** Extend customer support availability beyond traditional business hours to cater to international customers with different time zones. | Implement Self-Serve Knowledge Base:** Develop a comprehensive self-service knowledge base accessible via the website, mobile app, or IVR, ensuring easy access to FAQs and troubleshooting guides."
"I was so excited to go here, but that excitement soon turned to disappointment. We had never been to a Carlo's Bakery in person, and we are fans of Buddy, of course, so we had to go while in Vegas. We waited in a decently long line, which gave us time to look at all the things that were wrong with this place. The display cases were filthy and messy. Frosting, sprinkles and crumbs were everywhere. There were even some cupcakes that had fallen upside down that just laid there in the case looking oh so sad. Several of the trays were empty, one of those being cannolis. One of the main reasons we wanted to go to Carlo's was was to try one of their famous cannolis. Sadly, that didn't happen. Mind you this was in the middle of the day. It wasn't like we were there 10 minutes til close. On top of that the food that was in the case was not properly labeled. Many things had no labels at all. This can be dangerous for folks with food allergies and annoying to other people trying to communicate what they want to the workers. We ended up getting a lobster tail and a napoleon type thing (a layered cake. no sign, so who knows what it was!). The lobster tails tasted stale and like it had sat in a fridge for a week. The cake thing was just not good. The flavor was not good. I took one bite of each and wished I had spent that $20 on a slot machine instead of desserts that wal-mart can do better than. I really hope Buddy and his family get a handle on things and get their locations back in shape, because I don't think this is the quality they had in mind for their customers.","Display cases were filthy and messy with frosting, sprinkles, crumbs, and fallen cupcakes",Cleanliness,"[ ] Improve training for support staff on product knowledge by conducting monthly quizzes and providing additional resources such as FAQs, tutorials, and videos. | [ ] Implement a weekly newsletter highlighting new products, updates, and tips to keep customers informed about what's available in the store. | [ ] Encourage regular cleaning schedules and inspections at all locations to maintain a consistent level of cleanliness across stores. | [ ] Establish clear guidelines for stocking and organizing displays to ensure they remain neat and organized at all times. | [ ] Provide ongoing feedback and recognition programs for employees who demonstrate exceptional attention to detail and commitment to maintaining high standards of cleanliness."
"I was so excited to go here, but that excitement soon turned to disappointment. We had never been to a Carlo's Bakery in person, and we are fans of Buddy, of course, so we had to go while in Vegas. We waited in a decently long line, which gave us time to look at all the things that were wrong with this place. The display cases were filthy and messy. Frosting, sprinkles and crumbs were everywhere. There were even some cupcakes that had fallen upside down that just laid there in the case looking oh so sad. Several of the trays were empty, one of those being cannolis. One of the main reasons we wanted to go to Carlo's was was to try one of their famous cannolis. Sadly, that didn't happen. Mind you this was in the middle of the day. It wasn't like we were there 10 minutes til close. On top of that the food that was in the case was not properly labeled. Many things had no labels at all. This can be dangerous for folks with food allergies and annoying to other people trying to communicate what they want to the workers. We ended up getting a lobster tail and a napoleon type thing (a layered cake. no sign, so who knows what it was!). The lobster tails tasted stale and like it had sat in a fridge for a week. The cake thing was just not good. The flavor was not good. I took one bite of each and wished I had spent that $20 on a slot machine instead of desserts that wal-mart can do better than. I really hope Buddy and his family get a handle on things and get their locations back in shape, because I don't think this is the quality they had in mind for their customers.","Several trays were empty, including the cannoli tray, resulting in missing menu items",Product Availability,"Implement real-time inventory tracking with the help of software like [Inventory Planner](https://www.inventoryplanner.com/). | Regularly update menus on both online platforms (e.g., website, mobile app) and physical signage at all locations. | Conduct regular inventory audits at least once per week to identify discrepancies early and take appropriate corrective actions. | Train staff members on how to promptly address product shortages by providing alternatives or offering discounts to affected customers. | Set up automated alerts through tools like [Slack](https://slack.com/) or [PagerDuty](https://www.pagerduty.com/) for critical stock levels to ensure timely replenishment."
"I was so excited to go here, but that excitement soon turned to disappointment. We had never been to a Carlo's Bakery in person, and we are fans of Buddy, of course, so we had to go while in Vegas. We waited in a decently long line, which gave us time to look at all the things that were wrong with this place. The display cases were filthy and messy. Frosting, sprinkles and crumbs were everywhere. There were even some cupcakes that had fallen upside down that just laid there in the case looking oh so sad. Several of the trays were empty, one of those being cannolis. One of the main reasons we wanted to go to Carlo's was was to try one of their famous cannolis. Sadly, that didn't happen. Mind you this was in the middle of the day. It wasn't like we were there 10 minutes til close. On top of that the food that was in the case was not properly labeled. Many things had no labels at all. This can be dangerous for folks with food allergies and annoying to other people trying to communicate what they want to the workers. We ended up getting a lobster tail and a napoleon type thing (a layered cake. no sign, so who knows what it was!). The lobster tails tasted stale and like it had sat in a fridge for a week. The cake thing was just not good. The flavor was not good. I took one bite of each and wished I had spent that $20 on a slot machine instead of desserts that wal-mart can do better than. I really hope Buddy and his family get a handle on things and get their locations back in shape, because I don't think this is the quality they had in mind for their customers.","Food items lacked proper labeling, with many having no labels, posing allergy risks",Labeling,"Conduct periodic audits of food items in our stores to ensure accurate and consistent labeling across all products. | Introduce mandatory training modules on allergen awareness and food safety for all store employees. | Develop a standardized labeling guide for all food items, ensuring clear and concise information about ingredients, nutritional facts, and any potential allergies. | Establish a dedicated team within the company to oversee the implementation and regular review of these changes."
"I was so excited to go here, but that excitement soon turned to disappointment. We had never been to a Carlo's Bakery in person, and we are fans of Buddy, of course, so we had to go while in Vegas. We waited in a decently long line, which gave us time to look at all the things that were wrong with this place. The display cases were filthy and messy. Frosting, sprinkles and crumbs were everywhere. There were even some cupcakes that had fallen upside down that just laid there in the case looking oh so sad. Several of the trays were empty, one of those being cannolis. One of the main reasons we wanted to go to Carlo's was was to try one of their famous cannolis. Sadly, that didn't happen. Mind you this was in the middle of the day. It wasn't like we were there 10 minutes til close. On top of that the food that was in the case was not properly labeled. Many things had no labels at all. This can be dangerous for folks with food allergies and annoying to other people trying to communicate what they want to the workers. We ended up getting a lobster tail and a napoleon type thing (a layered cake. no sign, so who knows what it was!). The lobster tails tasted stale and like it had sat in a fridge for a week. The cake thing was just not good. The flavor was not good. I took one bite of each and wished I had spent that $20 on a slot machine instead of desserts that wal-mart can do better than. I really hope Buddy and his family get a handle on things and get their locations back in shape, because I don't think this is the quality they had in mind for their customers.","The lobster tail tasted stale and the cake was poorly flavored, indicating low food quality",Food Quality,Regular audits by a third-party organization with a strong reputation in the industry to ensure consistent adherence to standards across all locations. | Implementing regular staff meetings to discuss best practices and share feedback from customers regarding their experience at the restaurant. This will help identify areas where improvements are needed and provide opportunities for team members to learn from one another. | Conducting surveys among customers after they have visited the restaurant so we can gather valuable insights into what aspects of our service need improvement and how we can better meet their needs moving forward.
"I was so excited to go here, but that excitement soon turned to disappointment. We had never been to a Carlo's Bakery in person, and we are fans of Buddy, of course, so we had to go while in Vegas. We waited in a decently long line, which gave us time to look at all the things that were wrong with this place. The display cases were filthy and messy. Frosting, sprinkles and crumbs were everywhere. There were even some cupcakes that had fallen upside down that just laid there in the case looking oh so sad. Several of the trays were empty, one of those being cannolis. One of the main reasons we wanted to go to Carlo's was was to try one of their famous cannolis. Sadly, that didn't happen. Mind you this was in the middle of the day. It wasn't like we were there 10 minutes til close. On top of that the food that was in the case was not properly labeled. Many things had no labels at all. This can be dangerous for folks with food allergies and annoying to other people trying to communicate what they want to the workers. We ended up getting a lobster tail and a napoleon type thing (a layered cake. no sign, so who knows what it was!). The lobster tails tasted stale and like it had sat in a fridge for a week. The cake thing was just not good. The flavor was not good. I took one bite of each and wished I had spent that $20 on a slot machine instead of desserts that wal-mart can do better than. I really hope Buddy and his family get a handle on things and get their locations back in shape, because I don't think this is the quality they had in mind for their customers.",Customers experienced a long wait in line before being served,Service Speed,"Enhanced Training:** Implement weekly virtual training sessions on managing returns for new hires and existing staff using the GoToWebinar platform. | Return Process Streamlining:** Create a dedicated online portal for customers to submit their return requests, reducing call volume and improving response times. | Real-time Analytics Integration:** Integrate real-time analytics from our CRM system into the agent's dashboard to provide instant insights into customer history and order details. | Incentives for Prompt Responses:** Launch an internal campaign offering bonus pay or rewards to agents who respond within 24 hours of receiving a return request."
"Very disappointing, got the fabled Cannoli's and what an absolute waste of money. I had actually gotten some from a different bakery at Paris and assumed that as well as those tasted, Carlos's would be better, boy was I wrong! Buddy needs to stick to making cakes that look good, and I'm sure don't taste good.","The cannoli were disappointing and tasted bad, not meeting expectations",Food Quality,Implement a weekly food quality survey for customers to provide feedback on their experience with our products. | Conduct regular taste tests with product development team members to ensure consistency in flavor profiles. | Utilize customer analytics tools to identify trends in complaints related to food quality and address them promptly. | Invest in employee training programs focused on understanding and meeting customer expectations regarding food quality. | Collaborate closely with suppliers to maintain high standards of ingredients and production processes.
"Very disappointing, got the fabled Cannoli's and what an absolute waste of money. I had actually gotten some from a different bakery at Paris and assumed that as well as those tasted, Carlos's would be better, boy was I wrong! Buddy needs to stick to making cakes that look good, and I'm sure don't taste good.","The product was considered a waste of money, indicating poor value for money",Value,"Create a dedicated 'Returns Management' team:** Establish a specialized Returns Management department within the organization's structure. This team should focus exclusively on managing the return process from start to finish. By dedicating resources specifically to this task, efficiency and quality can be significantly improved. | Leverage AI-powered chatbots for faster response times:** Implement advanced chatbot technology to handle common queries related to returns and refunds. These bots can provide instant responses to frequently asked questions, reducing the burden on human representatives and improving customer satisfaction. | Streamline the refund policy:** Review and simplify the current refund policy to make it more consumer-friendly. Ensure that the terms are clear, easily understandable, and align with industry standards. A transparent and straightforward refund policy instills trust in customers and reduces the likelihood of disputes. | Enhance customer education through FAQs and tutorials:** Develop comprehensive Frequently Asked Questions (FAQs) and tutorial videos addressing common concerns about returns and refunds. Provide these resources prominently on the website and include them in email communications. Well-informed customers are less likely to encounter issues during the return process. | Implement real-time tracking updates:** Integrate a live tracking feature into the return process to keep customers informed about their package's whereabouts. Real-time visibility builds transparency and confidence, reducing the likelihood of frustration and complaints."
"Awful experience. Guest specialist Alyssa had a horrible attitude. She should be fired. The cashier Akberet, however, was very polite. Thumbs down for bad service!","Guest specialist displayed a horrible attitude, leading to a bad service experience",Service Quality,"Implement bi-weekly 30-minute role-playing sessions for support agents using the Gong.io platform to practice handling returns. This will enhance their skills in managing return requests effectively while also boosting team morale by providing regular opportunities for feedback and growth. | Introduce a mandatory 45-day trial period for all new hires before they start working with customers. During this time, they'll receive personalized coaching from experienced colleagues who can guide them through challenging scenarios. This approach ensures that new employees are well-prepared when dealing with difficult situations such as dissatisfied customers. | Establish clear guidelines on how to respond to negative reviews online about our products/services. Provide agents with access to approved templates and scripts so they know exactly what language is acceptable during interactions with unhappy customers. Encourage proactive follow-ups after incidents where there were complaints or concerns raised via social media platforms like Twitter or Facebook."
"Place was horrible. First and foremost, we grabbed a number which was B89 and waited over 2 hours for our number to get called. One of the most disorganized companies I have ever seen. I understand things were busy but the way of doing business was horrible and we noticed a lot of people leaving purely because of the wait. Second, once we finally got our number called, I was informed the pie that I had ordered 4 hours earlier was not made. The manager came out and spoke to me and before even apologizing, blamed it on me because I had not pre-paid. She tried to explain how the process worked if I would have pre-paid for the pie but did not apologize or offer a solution outside of waiting another 40 minutes for my pie to be made. Absolute worst customer service I have ever seen from a ""manager."" On top of that, pre-paying for my pie was never even provided to me as an option which only made things worse. Would not recommend this to anyone unless you are looking to waste a few hours on the strip and if you don't want to get your order correct.",Excessive wait time of over two hours before being called,Service Quality,"Implement a new service level agreement (SLA) with a clear definition of ""excessive wait time"" (e.g., less than 15 minutes). Provide customers with regular updates on their ticket status during the waiting period. | Use advanced analytics tools such as Zendesk Insights or Intercom Analytics to identify potential bottlenecks in the service delivery process. Regularly monitor these analytics to ensure quick response times are maintained. | Develop a proactive escalation protocol to address cases where a customer is waiting beyond the agreed SLA. This could involve escalating the case to a senior agent or team leader who can provide faster resolution. | Conduct regular training sessions for support staff to improve their problem-solving skills and product knowledge. These sessions should focus on common issues encountered by customers and how to efficiently handle them. | Utilize chatbots or automated responses to answer routine queries quickly and free up human resources for more complex tasks. However, ensure that there's still a clear path for customers to escalate issues when needed."
"Place was horrible. First and foremost, we grabbed a number which was B89 and waited over 2 hours for our number to get called. One of the most disorganized companies I have ever seen. I understand things were busy but the way of doing business was horrible and we noticed a lot of people leaving purely because of the wait. Second, once we finally got our number called, I was informed the pie that I had ordered 4 hours earlier was not made. The manager came out and spoke to me and before even apologizing, blamed it on me because I had not pre-paid. She tried to explain how the process worked if I would have pre-paid for the pie but did not apologize or offer a solution outside of waiting another 40 minutes for my pie to be made. Absolute worst customer service I have ever seen from a ""manager."" On top of that, pre-paying for my pie was never even provided to me as an option which only made things worse. Would not recommend this to anyone unless you are looking to waste a few hours on the strip and if you don't want to get your order correct.",Disorganized operations causing long waits and customers leaving,Service Quality,"Conduct monthly surveys with customers to gauge satisfaction levels regarding service quality. Use the results to identify areas requiring improvement. | Implement a dedicated return center within our distribution centers to streamline the return process, reducing processing time by up to 50%. | Establish clear SLAs (Service Level Agreements) for all product categories, ensuring timely responses to inquiries and resolutions to issues. | Introduce a chatbot feature on our website to provide instant assistance to customers, improving response times and enhancing user experience. | Provide comprehensive online tutorials for customers to self-help, empowering them to troubleshoot common issues without assistance from support staff."
"Place was horrible. First and foremost, we grabbed a number which was B89 and waited over 2 hours for our number to get called. One of the most disorganized companies I have ever seen. I understand things were busy but the way of doing business was horrible and we noticed a lot of people leaving purely because of the wait. Second, once we finally got our number called, I was informed the pie that I had ordered 4 hours earlier was not made. The manager came out and spoke to me and before even apologizing, blamed it on me because I had not pre-paid. She tried to explain how the process worked if I would have pre-paid for the pie but did not apologize or offer a solution outside of waiting another 40 minutes for my pie to be made. Absolute worst customer service I have ever seen from a ""manager."" On top of that, pre-paying for my pie was never even provided to me as an option which only made things worse. Would not recommend this to anyone unless you are looking to waste a few hours on the strip and if you don't want to get your order correct.",Ordered pie not prepared despite being placed hours earlier,Food Quality,"Implement bi-weekly 30-minute role-playing sessions for support agents using the Gong.io platform to practice handling returns. | Establish a daily stand-up meeting between the head chef, lead sous-chef, and delivery manager to discuss any potential challenges or issues with food preparation. This will help identify and address problems before they escalate into customer complaints. | Encourage open communication among team members through regular feedback sessions where everyone feels comfortable sharing their thoughts and suggestions without fear of retribution. | Use data analytics tools such as Google Analytics or Mixpanel to track key performance indicators (KPIs) related to customer satisfaction levels. Analyze trends over time to identify areas for improvement and make adjustments accordingly. | Create a knowledge base article outlining step-by-step instructions on how customers can report issues directly via email or chatbot so that they receive prompt assistance rather than waiting for someone from the call center to respond."
"Place was horrible. First and foremost, we grabbed a number which was B89 and waited over 2 hours for our number to get called. One of the most disorganized companies I have ever seen. I understand things were busy but the way of doing business was horrible and we noticed a lot of people leaving purely because of the wait. Second, once we finally got our number called, I was informed the pie that I had ordered 4 hours earlier was not made. The manager came out and spoke to me and before even apologizing, blamed it on me because I had not pre-paid. She tried to explain how the process worked if I would have pre-paid for the pie but did not apologize or offer a solution outside of waiting another 40 minutes for my pie to be made. Absolute worst customer service I have ever seen from a ""manager."" On top of that, pre-paying for my pie was never even provided to me as an option which only made things worse. Would not recommend this to anyone unless you are looking to waste a few hours on the strip and if you don't want to get your order correct.","Manager blamed customer, offered no apology or solution, displaying poor staff attitude",Service Quality,"Implement bi-weekly 30-minute role-playing sessions for support agents using the Gong.io platform to practice handling returns. | Provide all employees with clear guidelines on how to handle situations involving unhappy customers. | Conduct regular performance reviews for managers, emphasizing their responsibility in handling customer issues effectively."
"Place was horrible. First and foremost, we grabbed a number which was B89 and waited over 2 hours for our number to get called. One of the most disorganized companies I have ever seen. I understand things were busy but the way of doing business was horrible and we noticed a lot of people leaving purely because of the wait. Second, once we finally got our number called, I was informed the pie that I had ordered 4 hours earlier was not made. The manager came out and spoke to me and before even apologizing, blamed it on me because I had not pre-paid. She tried to explain how the process worked if I would have pre-paid for the pie but did not apologize or offer a solution outside of waiting another 40 minutes for my pie to be made. Absolute worst customer service I have ever seen from a ""manager."" On top of that, pre-paying for my pie was never even provided to me as an option which only made things worse. Would not recommend this to anyone unless you are looking to waste a few hours on the strip and if you don't want to get your order correct.","No pre‑payment option provided, leading to confusion about ordering process",Payment Process,"Implement bi-weekly 30-minute role-playing sessions for support agents using the Gong.io platform to practice handling returns. | Create a comprehensive FAQ section on our website dedicated to return policies, including clear steps for initiating a return and potential exceptions (e.g., damaged products). | Leverage AI-powered chatbots like ChatGPT to provide instant answers to common queries related to our return policy, reducing wait times and improving customer satisfaction. | Incorporate a proactive approach by sending automated emails to customers informing them about their right to return within a specified timeframe. | Conduct regular surveys with returning customers to gather feedback on the ease of the return process and identify areas for improvement. Use these insights to refine your strategy and enhance the overall experience."
